InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV500838,P1007,Ceramic Coffee Mug,Home,2,2025-01-03 20:34:00,295.98,C10245,United Kingdom
INV500838,P1030,Sports Socks Pack,Apparel,5,2025-01-03 20:34:00,336.09,C10245,United Kingdom
INV500838,P1001,Organic Cotton T-Shirt,Apparel,1,2025-01-03 20:34:00,567.05,C10245,United Kingdom
INV500839,P1001,Organic Cotton T-Shirt,Apparel,1,2025-04-12 08:49:00,557.79,C10400,United Kingdom
INV500839,P1015,Luggage Tag Set,Travel,5,2025-04-12 08:49:00,290.62,C10400,United Kingdom
INV500839,P1030,Sports Socks Pack,Apparel,2,2025-04-12 08:49:00,326.71,C10400,United Kingdom
INV500840,P1023,Water Bottle,Fitness,4,2025-11-20 15:06:00,578.0,C10597,India
INV500840,P1020,USB-C Cable,Electronics,5,2025-11-20 15:06:00,177.13,C10597,India
INV500841,P1023,Water Bottle,Fitness,2,2025-05-25 10:43:00,534.37,C10844,EIRE
INV500841,P1012,Notebook Pack,Office,12,2025-05-25 10:43:00,213.57,C10844,EIRE
INV500842,P1019,Phone Stand,Electronics,1,2025-02-28 13:31:00,320.75,,EIRE
INV500842,P1004,Leather Wallet,Accessories,2,2025-02-28 13:31:00,693.88,C10781,EIRE
INV500842,P1003,Running Shoes,Footwear,2,2025-02-28 13:31:00,2459.16,C10781,EIRE
INV500842,P1030,Sports Socks Pack,Apparel,1,2025-02-28 13:31:00,298.14,C10781,EIRE
INV500843,P1023,Water Bottle,Fitness,1,2025-05-10 14:15:00,535.96,C10838,United Kingdom
INV500843,P1017,Sunscreen SPF 50,Beauty,2,2025-05-10 14:15:00,549.06,C10838,United Kingdom
INV500843,P1014,Travel Backpack,Travel,1,2025-05-10 14:15:00,1725.99,C10838,United Kingdom
INV500843,P1021,Premium Tea Pack,Grocery,3,2025-05-10 14:15:00,347.47,C10838,United Kingdom
INV500843,P1013,LED Table Lamp,Home,1,2025-05-10 14:15:00,1105.4,,United Kingdom
INV500843,P1010,Protein Shaker,Fitness,1,2025-05-10 14:15:00,406.09,C10838,United Kingdom
INV500843,P1022,Dark Chocolate Box,Grocery,1,2025-05-10 14:15:00,533.35,C10838,United Kingdom
INV500843,P1008,Scented Candle Set,Home,4,2025-05-10 14:15:00,510.46,C10838,United Kingdom
INV500844,P1024,Laptop Sleeve,Accessories,5,2025-02-03 16:28:00,909.26,,United Kingdom
INV500844,P1001,Organic Cotton T-Shirt,Apparel,1,2025-02-03 16:28:00,469.38,C10241,United Kingdom
INV500844,P1026,Smart Watch Strap,Electronics,1,2025-02-03 16:28:00,459.83,C10241,United Kingdom
INV500845,P1017,Sunscreen SPF 50,Beauty,1,2025-03-29 16:58:00,523.29,C10404,Spain
INV500845,P1026,Smart Watch Strap,Electronics,2,2025-03-29 16:58:00,0,C10404,Spain
INV500845,P1003,Running Shoes,Footwear,1,2025-03-29 16:58:00,2794.27,C10404,Spain
INV500846,P1016,Face Serum,Beauty,3,2025-05-06 08:55:00,831.11,C10799,United Kingdom
INV500846,P1030,Sports Socks Pack,Apparel,2,2025-05-06 08:55:00,270.24,C10799,United Kingdom
INV500846,P1007,Ceramic Coffee Mug,Home,2,2025-05-06 08:55:00,297.47,C10799,United Kingdom
INV500847,P1014,Travel Backpack,Travel,1,2025-09-29 16:51:00,1730.65,C10129,Netherlands
INV500847,P1008,Scented Candle Set,Home,3,2025-09-29 16:51:00,530.87,C10129,Netherlands
INV500847,P1030,Sports Socks Pack,Apparel,3,2025-09-29 16:51:00,293.35,C10129,Netherlands
INV500847,P1018,Hair Care Kit,Beauty,6,2025-09-29 16:51:00,1035.76,C10129,Netherlands
INV500847,P1017,Sunscreen SPF 50,Beauty,1,2025-09-29 16:51:00,466.3,C10129,Netherlands
INV500847,P1022,Dark Chocolate Box,Grocery,2,2025-09-29 16:51:00,642.79,C10129,Netherlands
INV500848,P1003,Running Shoes,Footwear,8,2025-09-30 08:20:00,2310.89,C10379,United Kingdom
INV500849,P1005,Bluetooth Speaker,Electronics,2,2025-04-07 17:04:00,2152.61,C10597,India
INV500849,P1019,Phone Stand,Electronics,3,2025-04-07 17:04:00,328.48,,India
INV500849,P1028,Gift Wrapping Paper,Stationery,2,2025-04-07 17:04:00,146.17,C10597,India
INV500849,P1012,Notebook Pack,Office,3,2025-04-07 17:04:00,218.63,C10597,India
INV500849,P1013,LED Table Lamp,Home,1,2025-04-07 17:04:00,1366.22,C10597,India
INV500849,P1027,Desk Plant,Home,1,2025-04-07 17:04:00,369.3,C10597,India
INV500850,P1001,Organic Cotton T-Shirt,Apparel,1,2025-04-18 21:07:00,580.24,C10620,United Kingdom
INV500850,P1013,LED Table Lamp,Home,2,2025-04-18 21:07:00,1397.48,C10620,United Kingdom
INV500850,P1006,Wireless Mouse,Electronics,4,2025-04-18 21:07:00,732.99,C10620,United Kingdom
INV500851,P1022,Dark Chocolate Box,Grocery,2,2025-11-25 20:17:00,603.74,C10827,United Kingdom
INV500851,P1020,USB-C Cable,Electronics,2,2025-11-25 20:17:00,184.95,C10827,United Kingdom
INV500852,P1012,Notebook Pack,Office,4,2025-10-09 16:42:00,182.36,C10440,France
INV500852,P1030,Sports Socks Pack,Apparel,2,2025-10-09 16:42:00,304.06,C10440,France
INV500852,P1028,Gift Wrapping Paper,Stationery,2,2025-10-09 16:42:00,138.26,C10440,France
INV500852,P1017,Sunscreen SPF 50,Beauty,2,2025-10-09 16:42:00,410.0,C10440,France
INV500853,P1021,Premium Tea Pack,Grocery,12,2025-11-09 16:13:00,389.03,C10790,United Kingdom
INV500853,P1009,Yoga Mat,Fitness,4,2025-11-09 16:13:00,933.95,C10790,United Kingdom
INV500853,P1010,Protein Shaker,Fitness,2,2025-11-09 16:13:00,378.25,,United Kingdom
INV500854,P1015,Luggage Tag Set,Travel,1,2025-04-11 17:02:00,291.32,C10777,Singapore
INV500854,P1008,Scented Candle Set,Home,1,2025-04-11 17:02:00,612.42,,Singapore
INV500854,P1030,,Apparel,1,2025-04-11 17:02:00,259.46,C10777,Singapore
INV500854,P1024,Laptop Sleeve,Accessories,2,2025-04-11 17:02:00,838.04,C10777,Singapore
INV500855,P1020,USB-C Cable,Electronics,1,2025-04-30 21:14:00,214.87,C10701,India
INV500855,P1028,Gift Wrapping Paper,Stationery,20,2025-04-30 21:14:00,131.13,C10701,India
INV500855,P1027,Desk Plant,Home,3,2025-04-30 21:14:00,400.02,C10701,India
INV500855,P1025,Kitchen Storage Jars,Home,2,2025-04-30 21:14:00,814.53,C10701,India
INV500856,P1021,Premium Tea Pack,Grocery,1,2025-01-21 20:38:00,422.78,C10442,Canada
INV500856,P1003,Running Shoes,Footwear,2,2025-01-21 20:38:00,2077.29,C10442,Canada
INV500856,P1019,Phone Stand,Electronics,1,2025-01-21 20:38:00,292.79,C10442,Canada
INV500856,P1008,Scented Candle Set,Home,2,2025-01-21 20:38:00,698.91,C10442,Canada
INV500857,P1009,Yoga Mat,Fitness,2,2025-03-30 20:27:00,1100.97,C10104,United Kingdom
INV500858,P1001,Organic Cotton T-Shirt,Apparel,6,2025-02-12 17:53:00,516.55,C10240,India
INV500858,P1026,Smart Watch Strap,Electronics,3,2025-02-12 17:53:00,430.76,C10240,India
INV500859,P1004,Leather Wallet,Accessories,4,2025-08-03 15:14:00,893.28,C10741,India
INV500859,P1006,Wireless Mouse,Electronics,8,2025-08-03 15:14:00,738.65,C10741,India
INV500859,P1025,Kitchen Storage Jars,Home,2,2025-08-03 15:14:00,902.27,C10741,India
INV500860,P1015,Luggage Tag Set,Travel,1,2025-07-05 20:23:00,268.57,C10483,United Kingdom
INV500860,P1006,Wireless Mouse,Electronics,2,2025-07-05 20:23:00,751.15,C10483,United Kingdom
INV500861,P1022,Dark Chocolate Box,Grocery,1,2025-01-20 18:41:00,479.25,C10087,Singapore
INV500861,P1019,Phone Stand,Electronics,4,2025-01-20 18:41:00,281.75,C10087,Singapore
INV500861,P1016,Face Serum,Beauty,1,2025-01-20 18:41:00,936.02,C10087,Singapore
INV500861,P1004,Leather Wallet,Accessories,1,2025-01-20 18:41:00,813.37,C10087,Singapore
INV500861,P1021,Premium Tea Pack,Grocery,2,2025-01-20 18:41:00,396.71,C10087,Singapore
INV500862,P1024,Laptop Sleeve,Accessories,1,2025-11-26 12:22:00,825.91,C10453,United Kingdom
INV500862,P1020,USB-C Cable,Electronics,4,2025-11-26 12:22:00,200.49,C10453,United Kingdom
INV500862,P1027,Desk Plant,Home,3,2025-11-26 12:22:00,396.81,C10453,United Kingdom
INV500862,P1003,Running Shoes,Footwear,3,2025-11-26 12:22:00,2091.93,,United Kingdom
INV500862,P1012,Notebook Pack,Office,2,2025-11-26 12:22:00,188.11,C10453,United Kingdom
INV500863,P1027,Desk Plant,Home,1,2025-02-19 08:04:00,380.45,C10518,United Kingdom
INV500863,P1018,Hair Care Kit,Beauty,1,2025-02-19 08:04:00,854.62,C10518,United Kingdom
INV500863,P1022,Dark Chocolate Box,Grocery,2,2025-02-19 08:04:00,489.11,C10518,United Kingdom
INV500863,P1005,Bluetooth Speaker,Electronics,3,2025-02-19 08:04:00,1979.13,C10518,United Kingdom
INV500863,P1015,Luggage Tag Set,Travel,8,2025-02-19 08:04:00,247.11,C10518,United Kingdom
CINV500864,P1002,Denim Jacket,Apparel,-1,2025-09-06 14:30:00,1732.86,C10314,United Kingdom
INV500865,P1026,Smart Watch Strap,Electronics,3,2025-05-04 12:35:00,447.54,C10445,Netherlands
INV500865,P1001,Organic Cotton T-Shirt,Apparel,1,2025-05-04 12:35:00,549.49,C10445,Netherlands
INV500866,P1013,LED Table Lamp,Home,2,2025-08-04 17:30:00,1118.9,C10373,Germany
INV500867,P1017,Sunscreen SPF 50,Beauty,2,2025-03-01 19:48:00,514.21,C10831,Netherlands
INV500867,P1014,Travel Backpack,Travel,2,2025-03-01 19:48:00,1437.11,,Netherlands
INV500867,P1025,Kitchen Storage Jars,Home,5,2025-03-01 19:48:00,792.62,C10831,Netherlands
INV500868,P1010,Protein Shaker,Fitness,1,2025-05-28 18:24:00,313.62,C10735,India
INV500868,P1030,Sports Socks Pack,Apparel,3,2025-05-28 18:24:00,263.92,C10735,India
INV500868,P1026,Smart Watch Strap,Electronics,20,2025-05-28 18:24:00,433.06,C10735,India
INV500868,P1013,LED Table Lamp,Home,1,2025-05-28 18:24:00,1317.07,C10735,India
INV500868,P1027,Desk Plant,Home,2,2025-05-28 18:24:00,384.11,C10735,India
INV500868,P1006,Wireless Mouse,Electronics,3,2025-05-28 18:24:00,674.23,C10735,India
INV500869,P1016,Face Serum,Beauty,3,2025-11-01 09:42:00,827.85,,United Kingdom
INV500869,P1030,Sports Socks Pack,Apparel,1,2025-11-01 09:42:00,303.65,C10149,United Kingdom
INV500869,P1002,Denim Jacket,Apparel,1,2025-11-01 09:42:00,1635.26,C10149,United Kingdom
INV500870,P1024,Laptop Sleeve,Accessories,3,2025-06-21 18:28:00,1006.65,C10492,United Kingdom
INV500870,P1026,Smart Watch Strap,Electronics,1,2025-06-21 18:28:00,451.9,C10492,United Kingdom
INV500870,P1027,Desk Plant,Home,12,2025-06-21 18:28:00,330.9,C10492,United Kingdom
INV500871,P1026,Smart Watch Strap,Electronics,5,2025-08-10 09:31:00,372.19,C10010,United Kingdom
INV500871,P1022,Dark Chocolate Box,Grocery,2,2025-08-10 09:31:00,638.94,C10010,United Kingdom
INV500872,P1016,Face Serum,Beauty,1,2025-11-02 12:38:00,922.94,C10429,Germany
INV500872,P1030,Sports Socks Pack,Apparel,3,2025-11-02 12:38:00,287.37,C10429,Germany
INV500873,P1012,Notebook Pack,Office,12,2025-09-13 09:27:00,177.11,C10014,United Kingdom
INV500873,P1007,Ceramic Coffee Mug,Home,2,2025-09-13 09:27:00,307.44,C10014,United Kingdom
INV500873,P1026,Smart Watch Strap,Electronics,3,2025-09-13 09:27:00,413.56,C10014,United Kingdom
INV500873,P1022,Dark Chocolate Box,Grocery,2,2025-09-13 09:27:00,641.43,C10014,United Kingdom
INV500873,P1023,Water Bottle,Fitness,1,2025-09-13 09:27:00,674.61,C10014,United Kingdom
INV500873,P1006,Wireless Mouse,Electronics,10,2025-09-13 09:27:00,659.25,C10014,United Kingdom
INV500873,P1004,Leather Wallet,Accessories,2,2025-09-13 09:27:00,907.78,C10014,United Kingdom
INV500873,P1013,LED Table Lamp,Home,5,2025-09-13 09:27:00,1485.13,C10014,United Kingdom
INV500874,P1008,Scented Candle Set,Home,1,2025-01-20 09:44:00,669.04,C10831,Netherlands
INV500874,P1019,Phone Stand,Electronics,4,2025-01-20 09:44:00,310.1,,Netherlands
INV500874,P1020,USB-C Cable,Electronics,2,2025-01-20 09:44:00,231.81,C10831,Netherlands
INV500875,P1030,Sports Socks Pack,Apparel,4,2025-10-03 15:08:00,310.34,C10594,France
INV500875,P1024,Laptop Sleeve,Accessories,3,2025-10-03 15:08:00,983.29,C10594,France
INV500875,P1002,Denim Jacket,Apparel,3,2025-10-03 15:08:00,1688.51,C10594,France
INV500876,P1010,Protein Shaker,Fitness,1,2025-05-31 08:45:00,372.66,C10724,United Kingdom
INV500876,P1005,Bluetooth Speaker,Electronics,3,2025-05-31 08:45:00,1997.63,C10724,United Kingdom
INV500876,P1021,Premium Tea Pack,Grocery,1,2025-05-31 08:45:00,440.79,C10724,United Kingdom
INV500876,P1006,Wireless Mouse,Electronics,1,2025-05-31 08:45:00,821.11,,United Kingdom
INV500876,P1024,Laptop Sleeve,Accessories,3,2025-05-31 08:45:00,836.75,C10724,United Kingdom
INV500877,P1001,Organic Cotton T-Shirt,Apparel,3,2025-02-03 13:26:00,520.56,C10437,United Kingdom
INV500877,P1020,USB-C Cable,Electronics,1,2025-02-03 13:26:00,186.45,C10437,United Kingdom
INV500877,P1026,Smart Watch Strap,Electronics,5,2025-02-03 13:26:00,423.04,C10437,United Kingdom
INV500877,P1019,Phone Stand,Electronics,1,2025-02-03 13:26:00,325.84,C10437,United Kingdom
INV500877,P1010,Protein Shaker,Fitness,3,2025-02-03 13:26:00,340.55,C10437,United Kingdom
INV500877,P1004,Leather Wallet,Accessories,1,2025-02-03 13:26:00,809.72,C10437,United Kingdom
INV500877,P1028,Gift Wrapping Paper,Stationery,4,2025-02-03 13:26:00,154.84,,United Kingdom
INV500877,P1016,Face Serum,Beauty,3,2025-02-03 13:26:00,1015.08,C10437,United Kingdom
INV500878,P1017,Sunscreen SPF 50,Beauty,8,2025-04-08 11:51:00,455.41,C10420,United Kingdom
INV500878,P1018,Hair Care Kit,Beauty,3,2025-04-08 11:51:00,1082.31,C10420,United Kingdom
INV500879,P1005,Bluetooth Speaker,Electronics,2,2025-10-15 10:24:00,2462.51,C10745,United Kingdom
INV500879,P1018,Hair Care Kit,Beauty,8,2025-10-15 10:24:00,1109.4,C10745,United Kingdom
INV500879,P1011,Desk Organizer,Office,5,2025-10-15 10:24:00,408.39,C10745,United Kingdom
INV500879,P1028,Gift Wrapping Paper,Stationery,1,2025-10-15 10:24:00,127.34,C10745,United Kingdom
INV500879,P1001,Organic Cotton T-Shirt,Apparel,2,2025-10-15 10:24:00,409.99,C10745,United Kingdom
INV500879,P1015,Luggage Tag Set,Travel,2,2025-10-15 10:24:00,287.95,C10745,United Kingdom
CINV500880,P1019,Phone Stand,Electronics,-3,2025-08-09 15:37:00,294.43,C10445,Netherlands
CINV500880,P1009,Yoga Mat,Fitness,-1,2025-08-09 15:37:00,1123.54,C10445,Netherlands
CINV500880,P1015,Luggage Tag Set,Travel,-2,2025-08-09 15:37:00,275.54,C10445,Netherlands
INV500881,P1021,Premium Tea Pack,Grocery,3,2025-08-03 14:46:00,387.85,,India
INV500881,P1011,Desk Organizer,Office,3,2025-08-03 14:46:00,397.39,C10368,India
INV500882,P1030,Sports Socks Pack,Apparel,4,2025-10-22 16:20:00,246.97,C10446,India
INV500883,P1023,Water Bottle,Fitness,1,2025-06-25 12:02:00,529.55,C10497,United Kingdom
INV500884,P1028,Gift Wrapping Paper,Stationery,5,2025-08-17 09:19:00,175.77,C10340,United Kingdom
INV500884,P1005,Bluetooth Speaker,Electronics,4,2025-08-17 09:19:00,2301.27,C10340,United Kingdom
INV500884,P1011,Desk Organizer,Office,2,2025-08-17 09:19:00,458.58,C10340,United Kingdom
INV500884,P1002,Denim Jacket,Apparel,5,2025-08-17 09:19:00,1572.04,C10340,United Kingdom
INV500884,P1022,,Grocery,1,2025-08-17 09:19:00,609.58,C10340,United Kingdom
INV500884,P1008,Scented Candle Set,Home,1,2025-08-17 09:19:00,678.4,C10340,United Kingdom
INV500885,P1007,Ceramic Coffee Mug,Home,1,2025-07-18 13:26:00,277.91,C10222,United Kingdom
INV500886,P1022,Dark Chocolate Box,Grocery,2,2025-05-06 11:06:00,533.52,C10766,Spain
INV500886,P1005,Bluetooth Speaker,Electronics,1,2025-05-06 11:06:00,2156.65,C10766,Spain
INV500886,P1007,Ceramic Coffee Mug,Home,6,2025-05-06 11:06:00,286.96,C10766,Spain
INV500887,P1026,Smart Watch Strap,Electronics,3,2025-11-06 15:52:00,425.45,C10568,Australia
INV500887,P1016,Face Serum,Beauty,2,2025-11-06 15:52:00,798.76,C10568,Australia
INV500887,P1025,Kitchen Storage Jars,Home,4,2025-11-06 15:52:00,792.15,C10568,Australia
INV500888,P1020,USB-C Cable,Electronics,1,2025-08-04 15:22:00,169.5,C10492,United Kingdom
INV500889,P1002,Denim Jacket,Apparel,1,2025-01-30 20:02:00,1836.82,C10603,United Kingdom
INV500889,P1019,Phone Stand,Electronics,2,2025-01-30 20:02:00,301.73,C10603,United Kingdom
INV500889,P1028,Gift Wrapping Paper,Stationery,1,2025-01-30 20:02:00,132.92,C10603,United Kingdom
INV500890,P1001,Organic Cotton T-Shirt,Apparel,3,2025-01-07 21:02:00,421.78,C10688,United Kingdom
INV500890,P1028,Gift Wrapping Paper,Stationery,2,2025-01-07 21:02:00,126.4,C10688,United Kingdom
INV500891,P1011,Desk Organizer,Office,4,2025-02-14 16:06:00,412.9,C10083,India
INV500891,P1017,Sunscreen SPF 50,Beauty,2,2025-02-14 16:06:00,0,C10083,India
INV500891,P1007,Ceramic Coffee Mug,Home,2,2025-02-14 16:06:00,317.43,C10083,India
INV500891,P1024,Laptop Sleeve,Accessories,4,2025-02-14 16:06:00,967.62,C10083,India
INV500892,P1008,Scented Candle Set,Home,1,2025-02-04 12:45:00,530.1,C10634,United Kingdom
INV500893,P1030,Sports Socks Pack,Apparel,1,2025-05-04 17:34:00,252.42,C10493,United Kingdom
INV500893,P1005,Bluetooth Speaker,Electronics,5,2025-05-04 17:34:00,1971.97,C10493,United Kingdom
INV500894,P1005,Bluetooth Speaker,Electronics,3,2025-08-22 12:55:00,2026.44,,Canada
INV500894,P1001,Organic Cotton T-Shirt,Apparel,4,2025-08-22 12:55:00,495.56,C10268,Canada
INV500895,P1028,Gift Wrapping Paper,Stationery,1,2025-07-28 14:19:00,141.84,C10773,United Kingdom
INV500895,P1016,Face Serum,Beauty,6,2025-07-28 14:19:00,1051.27,C10773,United Kingdom
INV500895,P1029,Cotton Bedsheet,Home,2,2025-07-28 14:19:00,1316.75,C10773,United Kingdom
INV500895,P1010,Protein Shaker,Fitness,3,2025-07-28 14:19:00,364.06,C10773,United Kingdom
INV500895,P1004,Leather Wallet,Accessories,6,2025-07-28 14:19:00,934.51,C10773,United Kingdom
INV500895,P1007,Ceramic Coffee Mug,Home,5,2025-07-28 14:19:00,285.74,C10773,United Kingdom
INV500896,P1019,Phone Stand,Electronics,1,2025-04-23 12:34:00,251.15,C10602,Germany
INV500896,P1003,Running Shoes,Footwear,1,2025-04-23 12:34:00,2594.99,C10602,Germany
INV500896,P1018,Hair Care Kit,Beauty,2,2025-04-23 12:34:00,1086.95,C10602,Germany
INV500896,P1029,Cotton Bedsheet,Home,1,2025-04-23 12:34:00,1306.02,C10602,Germany
INV500897,P1029,Cotton Bedsheet,Home,2,2025-02-15 11:15:00,1462.19,C10412,Germany
INV500898,P1023,Water Bottle,Fitness,1,2025-08-19 15:34:00,706.78,C10011,United Kingdom
INV500899,P1008,Scented Candle Set,Home,5,2025-07-28 19:53:00,516.99,C10468,India
INV500899,P1024,Laptop Sleeve,Accessories,3,2025-07-28 19:53:00,1030.02,C10468,India
INV500899,P1026,Smart Watch Strap,Electronics,6,2025-07-28 19:53:00,442.62,,India
INV500899,P1010,Protein Shaker,Fitness,2,2025-07-28 19:53:00,363.56,,India
INV500900,P1026,Smart Watch Strap,Electronics,2,2025-03-09 10:42:00,387.14,C10652,United Kingdom
INV500900,P1024,Laptop Sleeve,Accessories,6,2025-03-09 10:42:00,867.32,C10652,United Kingdom
INV500901,P1019,Phone Stand,Electronics,1,2025-09-28 11:40:00,245.6,C10032,Germany
INV500901,P1026,Smart Watch Strap,Electronics,8,2025-09-28 11:40:00,377.7,C10032,Germany
INV500902,P1030,Sports Socks Pack,Apparel,3,2025-01-16 08:41:00,324.3,C10150,United Kingdom
INV500902,P1028,Gift Wrapping Paper,Stationery,1,2025-01-16 08:41:00,140.13,C10150,United Kingdom
INV500902,P1009,Yoga Mat,Fitness,4,2025-01-16 08:41:00,827.48,C10150,United Kingdom
INV500903,P1030,Sports Socks Pack,Apparel,1,2025-05-28 16:01:00,290.23,C10045,United Kingdom
INV500904,P1001,Organic Cotton T-Shirt,Apparel,10,2025-11-07 13:02:00,514.17,C10710,United Kingdom
INV500904,P1009,Yoga Mat,Fitness,2,2025-11-07 13:02:00,1044.68,C10710,United Kingdom
INV500904,P1028,Gift Wrapping Paper,Stationery,6,2025-11-07 13:02:00,145.93,C10710,United Kingdom
INV500904,P1003,Running Shoes,Footwear,5,2025-11-07 13:02:00,2115.82,C10710,United Kingdom
INV500905,P1026,Smart Watch Strap,Electronics,3,2025-01-12 22:05:00,422.76,C10606,India
INV500905,P1024,Laptop Sleeve,Accessories,1,2025-01-12 22:05:00,843.75,C10606,India
INV500905,P1028,Gift Wrapping Paper,Stationery,4,2025-01-12 22:05:00,161.33,C10606,India
INV500905,P1007,Ceramic Coffee Mug,Home,4,2025-01-12 22:05:00,273.13,C10606,India
INV500905,P1018,Hair Care Kit,Beauty,2,2025-01-12 22:05:00,1030.84,C10606,India
INV500905,P1013,LED Table Lamp,Home,2,2025-01-12 22:05:00,1405.96,C10606,India
INV500905,P1001,Organic Cotton T-Shirt,Apparel,2,2025-01-12 22:05:00,502.07,C10606,India
INV500905,P1009,Yoga Mat,Fitness,3,2025-01-12 22:05:00,872.86,C10606,India
INV500906,P1029,Cotton Bedsheet,Home,1,2025-09-27 22:10:00,1239.85,,United Kingdom
INV500906,P1001,Organic Cotton T-Shirt,Apparel,3,2025-09-27 22:10:00,558.61,C10163,United Kingdom
INV500906,P1025,Kitchen Storage Jars,Home,1,2025-09-27 22:10:00,885.78,C10163,United Kingdom
INV500906,P1004,Leather Wallet,Accessories,2,2025-09-27 22:10:00,697.34,C10163,United Kingdom
INV500907,P1017,Sunscreen SPF 50,Beauty,2,2025-06-18 17:40:00,505.73,C10701,India
INV500908,P1006,Wireless Mouse,Electronics,3,2025-07-17 18:56:00,697.24,C10540,United Kingdom
INV500908,P1014,Travel Backpack,Travel,4,2025-07-17 18:56:00,1759.4,C10540,United Kingdom
INV500908,P1015,Luggage Tag Set,Travel,1,2025-07-17 18:56:00,268.96,C10540,United Kingdom
INV500908,P1011,Desk Organizer,Office,1,2025-07-17 18:56:00,503.16,C10540,United Kingdom
INV500908,P1025,Kitchen Storage Jars,Home,2,2025-07-17 18:56:00,839.07,C10540,United Kingdom
INV500908,P1004,Leather Wallet,Accessories,4,2025-07-17 18:56:00,743.0,C10540,United Kingdom
INV500908,P1024,Laptop Sleeve,Accessories,2,2025-07-17 18:56:00,819.4,C10540,United Kingdom
INV500908,P1021,Premium Tea Pack,Grocery,1,2025-07-17 18:56:00,328.34,C10540,United Kingdom
INV500909,P1029,Cotton Bedsheet,Home,12,2025-08-13 19:15:00,1292.44,C10225,United Kingdom
INV500909,P1017,Sunscreen SPF 50,Beauty,3,2025-08-13 19:15:00,569.51,,United Kingdom
INV500910,P1002,Denim Jacket,Apparel,2,2025-11-21 19:08:00,2033.52,C10413,India
INV500910,P1021,Premium Tea Pack,Grocery,2,2025-11-21 19:08:00,468.16,C10413,India
INV500910,P1011,Desk Organizer,Office,4,2025-11-21 19:08:00,395.77,C10413,India
INV500911,P1022,Dark Chocolate Box,Grocery,1,2025-04-22 16:15:00,630.86,C10804,Singapore
INV500911,P1016,,Beauty,3,2025-04-22 16:15:00,823.59,C10804,Singapore
INV500911,P1015,Luggage Tag Set,Travel,2,2025-04-22 16:15:00,234.96,C10804,Singapore
INV500911,P1011,Desk Organizer,Office,1,2025-04-22 16:15:00,446.3,C10804,Singapore
INV500911,P1028,Gift Wrapping Paper,Stationery,1,2025-04-22 16:15:00,164.06,C10804,Singapore
INV500912,P1022,Dark Chocolate Box,Grocery,2,2025-05-06 16:49:00,519.45,C10533,United Kingdom
INV500912,P1019,Phone Stand,Electronics,3,2025-05-06 16:49:00,273.52,C10533,United Kingdom
INV500912,P1016,Face Serum,Beauty,2,2025-05-06 16:49:00,949.89,C10533,United Kingdom
INV500913,P1029,Cotton Bedsheet,Home,8,2025-10-26 12:49:00,1177.88,C10003,United Kingdom
INV500913,P1002,Denim Jacket,Apparel,1,2025-10-26 12:49:00,1589.82,C10003,United Kingdom
INV500913,P1016,Face Serum,Beauty,1,2025-10-26 12:49:00,1048.18,C10003,United Kingdom
INV500914,P1017,Sunscreen SPF 50,Beauty,1,2025-03-30 13:23:00,457.75,C10137,United Kingdom
INV500914,P1011,Desk Organizer,Office,3,2025-03-30 13:23:00,443.76,C10137,United Kingdom
INV500914,P1013,LED Table Lamp,Home,2,2025-03-30 13:23:00,1323.64,C10137,United Kingdom
INV500915,P1030,Sports Socks Pack,Apparel,2,2025-11-03 12:53:00,261.91,C10765,United Kingdom
INV500915,P1017,Sunscreen SPF 50,Beauty,1,2025-11-03 12:53:00,439.3,C10765,United Kingdom
INV500915,P1004,Leather Wallet,Accessories,1,2025-11-03 12:53:00,788.94,C10765,United Kingdom
INV500916,P1026,Smart Watch Strap,Electronics,1,2025-09-10 18:37:00,407.04,C10261,Netherlands
INV500916,P1027,Desk Plant,Home,8,2025-09-10 18:37:00,333.03,C10261,Netherlands
INV500916,P1023,Water Bottle,Fitness,1,2025-09-10 18:37:00,507.96,C10261,Netherlands
CINV500917,P1021,Premium Tea Pack,Grocery,-2,2025-01-19 14:29:00,427.83,C10768,India
CINV500917,P1009,Yoga Mat,Fitness,-1,2025-01-19 14:29:00,1088.64,C10768,India
CINV500917,P1019,Phone Stand,Electronics,-3,2025-01-19 14:29:00,293.1,C10768,India
INV500918,P1002,Denim Jacket,Apparel,2,2025-07-02 19:33:00,1703.75,C10377,India
INV500918,P1016,Face Serum,Beauty,1,2025-07-02 19:33:00,739.54,C10377,India
INV500918,P1015,Luggage Tag Set,Travel,3,2025-07-02 19:33:00,291.63,C10377,India
INV500919,P1029,Cotton Bedsheet,Home,1,2025-10-18 14:28:00,1394.21,C10791,Spain
INV500919,P1003,Running Shoes,Footwear,3,2025-10-18 14:28:00,2773.02,C10791,Spain
INV500919,P1023,Water Bottle,Fitness,1,2025-10-18 14:28:00,528.72,C10791,Spain
INV500919,P1009,Yoga Mat,Fitness,2,2025-10-18 14:28:00,1031.83,C10791,Spain
INV500920,P1026,Smart Watch Strap,Electronics,1,2025-07-19 14:37:00,355.35,C10536,Germany
INV500921,P1016,Face Serum,Beauty,2,2025-07-13 09:59:00,998.04,C10825,Canada
INV500922,P1009,Yoga Mat,Fitness,1,2025-06-13 15:16:00,953.97,C10777,Singapore
